"sigla_uf","peso_aluno"
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",2.3793103448
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.5570136323
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",4.1517241379
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",6.2658937444
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.5586206897
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",3.8551724138
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",5.6962670404
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",7.8112840467
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.3910505837
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",6.8355204485
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",4.7448275862
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",4.2607003891
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",7.9859676476
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",1.6252220249
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",5.8608342887
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",4.1489361702
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",2.1862626263
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",6.7573572403
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",5.1861702128
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",7.1632419085
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",6.5120380986
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",2.4985858586
"AC",4.558426669
